# This file is randomly generated deuterium ratio TS
365
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 
10 
1	2	3	4	5	6	7	8	9	10	
-36.91 -36.91 -36.91 -36.91 -36.91 -36.91 -36.91 -36.91 -36.91 -36.91
-46.86 -46.86 -46.86 -46.86 -46.86 -46.86 -46.86 -46.86 -46.86 -46.86
-46.7 -46.7 -46.7 -46.7 -46.7 -46.7 -46.7 -46.7 -46.7 -46.7
-40.29 -40.29 -40.29 -40.29 -40.29 -40.29 -40.29 -40.29 -40.29 -40.29
-43.12 -43.12 -43.12 -43.12 -43.12 -43.12 -43.12 -43.12 -43.12 -43.12
-42.77 -42.77 -42.77 -42.77 -42.77 -42.77 -42.77 -42.77 -42.77 -42.77
-52.39 -52.39 -52.39 -52.39 -52.39 -52.39 -52.39 -52.39 -52.39 -52.39
-46.92 -46.92 -46.92 -46.92 -46.92 -46.92 -46.92 -46.92 -46.92 -46.92
-53.16 -53.16 -53.16 -53.16 -53.16 -53.16 -53.16 -53.16 -53.16 -53.16
-50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12
-51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32
-56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76
-54.1 -54.1 -54.1 -54.1 -54.1 -54.1 -54.1 -54.1 -54.1 -54.1
-59.52 -59.52 -59.52 -59.52 -59.52 -59.52 -59.52 -59.52 -59.52 -59.52
-59.07 -59.07 -59.07 -59.07 -59.07 -59.07 -59.07 -59.07 -59.07 -59.07
-57.9 -57.9 -57.9 -57.9 -57.9 -57.9 -57.9 -57.9 -57.9 -57.9
-65.46 -65.46 -65.46 -65.46 -65.46 -65.46 -65.46 -65.46 -65.46 -65.46
-65.58 -65.58 -65.58 -65.58 -65.58 -65.58 -65.58 -65.58 -65.58 -65.58
-59.38 -59.38 -59.38 -59.38 -59.38 -59.38 -59.38 -59.38 -59.38 -59.38
-68.01 -68.01 -68.01 -68.01 -68.01 -68.01 -68.01 -68.01 -68.01 -68.01
-59.32 -59.32 -59.32 -59.32 -59.32 -59.32 -59.32 -59.32 -59.32 -59.32
-57.87 -57.87 -57.87 -57.87 -57.87 -57.87 -57.87 -57.87 -57.87 -57.87
-64.68 -64.68 -64.68 -64.68 -64.68 -64.68 -64.68 -64.68 -64.68 -64.68
-61.9 -61.9 -61.9 -61.9 -61.9 -61.9 -61.9 -61.9 -61.9 -61.9
-61.1 -61.1 -61.1 -61.1 -61.1 -61.1 -61.1 -61.1 -61.1 -61.1
-51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14
-56.51 -56.51 -56.51 -56.51 -56.51 -56.51 -56.51 -56.51 -56.51 -56.51
-57.81 -57.81 -57.81 -57.81 -57.81 -57.81 -57.81 -57.81 -57.81 -57.81
-58.28 -58.28 -58.28 -58.28 -58.28 -58.28 -58.28 -58.28 -58.28 -58.28
-53.41 -53.41 -53.41 -53.41 -53.41 -53.41 -53.41 -53.41 -53.41 -53.41
-49.03 -49.03 -49.03 -49.03 -49.03 -49.03 -49.03 -49.03 -49.03 -49.03
-48.33 -48.33 -48.33 -48.33 -48.33 -48.33 -48.33 -48.33 -48.33 -48.33
-49.27 -49.27 -49.27 -49.27 -49.27 -49.27 -49.27 -49.27 -49.27 -49.27
-40.38 -40.38 -40.38 -40.38 -40.38 -40.38 -40.38 -40.38 -40.38 -40.38
-37.88 -37.88 -37.88 -37.88 -37.88 -37.88 -37.88 -37.88 -37.88 -37.88
-35.68 -35.68 -35.68 -35.68 -35.68 -35.68 -35.68 -35.68 -35.68 -35.68
-46.62 -46.62 -46.62 -46.62 -46.62 -46.62 -46.62 -46.62 -46.62 -46.62
-40.6 -40.6 -40.6 -40.6 -40.6 -40.6 -40.6 -40.6 -40.6 -40.6
-38.09 -38.09 -38.09 -38.09 -38.09 -38.09 -38.09 -38.09 -38.09 -38.09
-47.12 -47.12 -47.12 -47.12 -47.12 -47.12 -47.12 -47.12 -47.12 -47.12
-50.49 -50.49 -50.49 -50.49 -50.49 -50.49 -50.49 -50.49 -50.49 -50.49
-38.33 -38.33 -38.33 -38.33 -38.33 -38.33 -38.33 -38.33 -38.33 -38.33
-44.25 -44.25 -44.25 -44.25 -44.25 -44.25 -44.25 -44.25 -44.25 -44.25
-47.85 -47.85 -47.85 -47.85 -47.85 -47.85 -47.85 -47.85 -47.85 -47.85
-41.52 -41.52 -41.52 -41.52 -41.52 -41.52 -41.52 -41.52 -41.52 -41.52
-50.11 -50.11 -50.11 -50.11 -50.11 -50.11 -50.11 -50.11 -50.11 -50.11
-55.38 -55.38 -55.38 -55.38 -55.38 -55.38 -55.38 -55.38 -55.38 -55.38
-55.01 -55.01 -55.01 -55.01 -55.01 -55.01 -55.01 -55.01 -55.01 -55.01
-59.87 -59.87 -59.87 -59.87 -59.87 -59.87 -59.87 -59.87 -59.87 -59.87
-55.64 -55.64 -55.64 -55.64 -55.64 -55.64 -55.64 -55.64 -55.64 -55.64
-54.12 -54.12 -54.12 -54.12 -54.12 -54.12 -54.12 -54.12 -54.12 -54.12
-50.37 -50.37 -50.37 -50.37 -50.37 -50.37 -50.37 -50.37 -50.37 -50.37
-46.65 -46.65 -46.65 -46.65 -46.65 -46.65 -46.65 -46.65 -46.65 -46.65
-47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16
-52.24 -52.24 -52.24 -52.24 -52.24 -52.24 -52.24 -52.24 -52.24 -52.24
-52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51
-52.6 -52.6 -52.6 -52.6 -52.6 -52.6 -52.6 -52.6 -52.6 -52.6
-49.23 -49.23 -49.23 -49.23 -49.23 -49.23 -49.23 -49.23 -49.23 -49.23
-52.28 -52.28 -52.28 -52.28 -52.28 -52.28 -52.28 -52.28 -52.28 -52.28
-50.13 -50.13 -50.13 -50.13 -50.13 -50.13 -50.13 -50.13 -50.13 -50.13
-50.43 -50.43 -50.43 -50.43 -50.43 -50.43 -50.43 -50.43 -50.43 -50.43
-54.63 -54.63 -54.63 -54.63 -54.63 -54.63 -54.63 -54.63 -54.63 -54.63
-49.6 -49.6 -49.6 -49.6 -49.6 -49.6 -49.6 -49.6 -49.6 -49.6
-49.47 -49.47 -49.47 -49.47 -49.47 -49.47 -49.47 -49.47 -49.47 -49.47
-50.25 -50.25 -50.25 -50.25 -50.25 -50.25 -50.25 -50.25 -50.25 -50.25
-47.52 -47.52 -47.52 -47.52 -47.52 -47.52 -47.52 -47.52 -47.52 -47.52
-50.51 -50.51 -50.51 -50.51 -50.51 -50.51 -50.51 -50.51 -50.51 -50.51
-42.46 -42.46 -42.46 -42.46 -42.46 -42.46 -42.46 -42.46 -42.46 -42.46
-39.49 -39.49 -39.49 -39.49 -39.49 -39.49 -39.49 -39.49 -39.49 -39.49
-40.45 -40.45 -40.45 -40.45 -40.45 -40.45 -40.45 -40.45 -40.45 -40.45
-39.9 -39.9 -39.9 -39.9 -39.9 -39.9 -39.9 -39.9 -39.9 -39.9
-42.93 -42.93 -42.93 -42.93 -42.93 -42.93 -42.93 -42.93 -42.93 -42.93
-41.14 -41.14 -41.14 -41.14 -41.14 -41.14 -41.14 -41.14 -41.14 -41.14
-49.95 -49.95 -49.95 -49.95 -49.95 -49.95 -49.95 -49.95 -49.95 -49.95
-44.36 -44.36 -44.36 -44.36 -44.36 -44.36 -44.36 -44.36 -44.36 -44.36
-42.74 -42.74 -42.74 -42.74 -42.74 -42.74 -42.74 -42.74 -42.74 -42.74
-54.5 -54.5 -54.5 -54.5 -54.5 -54.5 -54.5 -54.5 -54.5 -54.5
-48.09 -48.09 -48.09 -48.09 -48.09 -48.09 -48.09 -48.09 -48.09 -48.09
-58.27 -58.27 -58.27 -58.27 -58.27 -58.27 -58.27 -58.27 -58.27 -58.27
-53.52 -53.52 -53.52 -53.52 -53.52 -53.52 -53.52 -53.52 -53.52 -53.52
-63.91 -63.91 -63.91 -63.91 -63.91 -63.91 -63.91 -63.91 -63.91 -63.91
-58.4 -58.4 -58.4 -58.4 -58.4 -58.4 -58.4 -58.4 -58.4 -58.4
-64.07 -64.07 -64.07 -64.07 -64.07 -64.07 -64.07 -64.07 -64.07 -64.07
-63.2 -63.2 -63.2 -63.2 -63.2 -63.2 -63.2 -63.2 -63.2 -63.2
-59.36 -59.36 -59.36 -59.36 -59.36 -59.36 -59.36 -59.36 -59.36 -59.36
-58.98 -58.98 -58.98 -58.98 -58.98 -58.98 -58.98 -58.98 -58.98 -58.98
-58.08 -58.08 -58.08 -58.08 -58.08 -58.08 -58.08 -58.08 -58.08 -58.08
-50.04 -50.04 -50.04 -50.04 -50.04 -50.04 -50.04 -50.04 -50.04 -50.04
-59.02 -59.02 -59.02 -59.02 -59.02 -59.02 -59.02 -59.02 -59.02 -59.02
-54.93 -54.93 -54.93 -54.93 -54.93 -54.93 -54.93 -54.93 -54.93 -54.93
-49.13 -49.13 -49.13 -49.13 -49.13 -49.13 -49.13 -49.13 -49.13 -49.13
-49.1 -49.1 -49.1 -49.1 -49.1 -49.1 -49.1 -49.1 -49.1 -49.1
-48.95 -48.95 -48.95 -48.95 -48.95 -48.95 -48.95 -48.95 -48.95 -48.95
-51.96 -51.96 -51.96 -51.96 -51.96 -51.96 -51.96 -51.96 -51.96 -51.96
-54.72 -54.72 -54.72 -54.72 -54.72 -54.72 -54.72 -54.72 -54.72 -54.72
-50.88 -50.88 -50.88 -50.88 -50.88 -50.88 -50.88 -50.88 -50.88 -50.88
-50.48 -50.48 -50.48 -50.48 -50.48 -50.48 -50.48 -50.48 -50.48 -50.48
-54.02 -54.02 -54.02 -54.02 -54.02 -54.02 -54.02 -54.02 -54.02 -54.02
-50.21 -50.21 -50.21 -50.21 -50.21 -50.21 -50.21 -50.21 -50.21 -50.21
-45.73 -45.73 -45.73 -45.73 -45.73 -45.73 -45.73 -45.73 -45.73 -45.73
-51.94 -51.94 -51.94 -51.94 -51.94 -51.94 -51.94 -51.94 -51.94 -51.94
-51.34 -51.34 -51.34 -51.34 -51.34 -51.34 -51.34 -51.34 -51.34 -51.34
-52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51 -52.51
-50.34 -50.34 -50.34 -50.34 -50.34 -50.34 -50.34 -50.34 -50.34 -50.34
-46.58 -46.58 -46.58 -46.58 -46.58 -46.58 -46.58 -46.58 -46.58 -46.58
-44.52 -44.52 -44.52 -44.52 -44.52 -44.52 -44.52 -44.52 -44.52 -44.52
-48.06 -48.06 -48.06 -48.06 -48.06 -48.06 -48.06 -48.06 -48.06 -48.06
-52.84 -52.84 -52.84 -52.84 -52.84 -52.84 -52.84 -52.84 -52.84 -52.84
-53.75 -53.75 -53.75 -53.75 -53.75 -53.75 -53.75 -53.75 -53.75 -53.75
-54.8 -54.8 -54.8 -54.8 -54.8 -54.8 -54.8 -54.8 -54.8 -54.8
-57.05 -57.05 -57.05 -57.05 -57.05 -57.05 -57.05 -57.05 -57.05 -57.05
-56.73 -56.73 -56.73 -56.73 -56.73 -56.73 -56.73 -56.73 -56.73 -56.73
-53.22 -53.22 -53.22 -53.22 -53.22 -53.22 -53.22 -53.22 -53.22 -53.22
-56.89 -56.89 -56.89 -56.89 -56.89 -56.89 -56.89 -56.89 -56.89 -56.89
-60.45 -60.45 -60.45 -60.45 -60.45 -60.45 -60.45 -60.45 -60.45 -60.45
-69.9 -69.9 -69.9 -69.9 -69.9 -69.9 -69.9 -69.9 -69.9 -69.9
-70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96
-70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96 -70.96
-66.91 -66.91 -66.91 -66.91 -66.91 -66.91 -66.91 -66.91 -66.91 -66.91
-70.41 -70.41 -70.41 -70.41 -70.41 -70.41 -70.41 -70.41 -70.41 -70.41
-64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59
-67.06 -67.06 -67.06 -67.06 -67.06 -67.06 -67.06 -67.06 -67.06 -67.06
-61.33 -61.33 -61.33 -61.33 -61.33 -61.33 -61.33 -61.33 -61.33 -61.33
-68.22 -68.22 -68.22 -68.22 -68.22 -68.22 -68.22 -68.22 -68.22 -68.22
-68.11 -68.11 -68.11 -68.11 -68.11 -68.11 -68.11 -68.11 -68.11 -68.11
-66.37 -66.37 -66.37 -66.37 -66.37 -66.37 -66.37 -66.37 -66.37 -66.37
-63.88 -63.88 -63.88 -63.88 -63.88 -63.88 -63.88 -63.88 -63.88 -63.88
-59.3 -59.3 -59.3 -59.3 -59.3 -59.3 -59.3 -59.3 -59.3 -59.3
-57.18 -57.18 -57.18 -57.18 -57.18 -57.18 -57.18 -57.18 -57.18 -57.18
-47.31 -47.31 -47.31 -47.31 -47.31 -47.31 -47.31 -47.31 -47.31 -47.31
-49.08 -49.08 -49.08 -49.08 -49.08 -49.08 -49.08 -49.08 -49.08 -49.08
-44.58 -44.58 -44.58 -44.58 -44.58 -44.58 -44.58 -44.58 -44.58 -44.58
-42.76 -42.76 -42.76 -42.76 -42.76 -42.76 -42.76 -42.76 -42.76 -42.76
-42.12 -42.12 -42.12 -42.12 -42.12 -42.12 -42.12 -42.12 -42.12 -42.12
-49.5 -49.5 -49.5 -49.5 -49.5 -49.5 -49.5 -49.5 -49.5 -49.5
-42.92 -42.92 -42.92 -42.92 -42.92 -42.92 -42.92 -42.92 -42.92 -42.92
-39.09 -39.09 -39.09 -39.09 -39.09 -39.09 -39.09 -39.09 -39.09 -39.09
-44.14 -44.14 -44.14 -44.14 -44.14 -44.14 -44.14 -44.14 -44.14 -44.14
-48.2 -48.2 -48.2 -48.2 -48.2 -48.2 -48.2 -48.2 -48.2 -48.2
-43.59 -43.59 -43.59 -43.59 -43.59 -43.59 -43.59 -43.59 -43.59 -43.59
-45.76 -45.76 -45.76 -45.76 -45.76 -45.76 -45.76 -45.76 -45.76 -45.76
-38.91 -38.91 -38.91 -38.91 -38.91 -38.91 -38.91 -38.91 -38.91 -38.91
-45.82 -45.82 -45.82 -45.82 -45.82 -45.82 -45.82 -45.82 -45.82 -45.82
-42.33 -42.33 -42.33 -42.33 -42.33 -42.33 -42.33 -42.33 -42.33 -42.33
-41.76 -41.76 -41.76 -41.76 -41.76 -41.76 -41.76 -41.76 -41.76 -41.76
-44.13 -44.13 -44.13 -44.13 -44.13 -44.13 -44.13 -44.13 -44.13 -44.13
-47.23 -47.23 -47.23 -47.23 -47.23 -47.23 -47.23 -47.23 -47.23 -47.23
-43.36 -43.36 -43.36 -43.36 -43.36 -43.36 -43.36 -43.36 -43.36 -43.36
-47.9 -47.9 -47.9 -47.9 -47.9 -47.9 -47.9 -47.9 -47.9 -47.9
-48.27 -48.27 -48.27 -48.27 -48.27 -48.27 -48.27 -48.27 -48.27 -48.27
-51.22 -51.22 -51.22 -51.22 -51.22 -51.22 -51.22 -51.22 -51.22 -51.22
-44.69 -44.69 -44.69 -44.69 -44.69 -44.69 -44.69 -44.69 -44.69 -44.69
-50.95 -50.95 -50.95 -50.95 -50.95 -50.95 -50.95 -50.95 -50.95 -50.95
-43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16
-46.88 -46.88 -46.88 -46.88 -46.88 -46.88 -46.88 -46.88 -46.88 -46.88
-53.1 -53.1 -53.1 -53.1 -53.1 -53.1 -53.1 -53.1 -53.1 -53.1
-55.85 -55.85 -55.85 -55.85 -55.85 -55.85 -55.85 -55.85 -55.85 -55.85
-55.18 -55.18 -55.18 -55.18 -55.18 -55.18 -55.18 -55.18 -55.18 -55.18
-61.62 -61.62 -61.62 -61.62 -61.62 -61.62 -61.62 -61.62 -61.62 -61.62
-63.43 -63.43 -63.43 -63.43 -63.43 -63.43 -63.43 -63.43 -63.43 -63.43
-58.41 -58.41 -58.41 -58.41 -58.41 -58.41 -58.41 -58.41 -58.41 -58.41
-64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59 -64.59
-66.45 -66.45 -66.45 -66.45 -66.45 -66.45 -66.45 -66.45 -66.45 -66.45
-65.4 -65.4 -65.4 -65.4 -65.4 -65.4 -65.4 -65.4 -65.4 -65.4
-65.78 -65.78 -65.78 -65.78 -65.78 -65.78 -65.78 -65.78 -65.78 -65.78
-71.11 -71.11 -71.11 -71.11 -71.11 -71.11 -71.11 -71.11 -71.11 -71.11
-70.44 -70.44 -70.44 -70.44 -70.44 -70.44 -70.44 -70.44 -70.44 -70.44
-62.43 -62.43 -62.43 -62.43 -62.43 -62.43 -62.43 -62.43 -62.43 -62.43
-66.43 -66.43 -66.43 -66.43 -66.43 -66.43 -66.43 -66.43 -66.43 -66.43
-69.87 -69.87 -69.87 -69.87 -69.87 -69.87 -69.87 -69.87 -69.87 -69.87
-67.56 -67.56 -67.56 -67.56 -67.56 -67.56 -67.56 -67.56 -67.56 -67.56
-60.04 -60.04 -60.04 -60.04 -60.04 -60.04 -60.04 -60.04 -60.04 -60.04
-52.87 -52.87 -52.87 -52.87 -52.87 -52.87 -52.87 -52.87 -52.87 -52.87
-55.2 -55.2 -55.2 -55.2 -55.2 -55.2 -55.2 -55.2 -55.2 -55.2
-48.73 -48.73 -48.73 -48.73 -48.73 -48.73 -48.73 -48.73 -48.73 -48.73
-55.49 -55.49 -55.49 -55.49 -55.49 -55.49 -55.49 -55.49 -55.49 -55.49
-47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16 -47.16
-50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12 -50.12
-44.9 -44.9 -44.9 -44.9 -44.9 -44.9 -44.9 -44.9 -44.9 -44.9
-49.74 -49.74 -49.74 -49.74 -49.74 -49.74 -49.74 -49.74 -49.74 -49.74
-42.53 -42.53 -42.53 -42.53 -42.53 -42.53 -42.53 -42.53 -42.53 -42.53
-42.09 -42.09 -42.09 -42.09 -42.09 -42.09 -42.09 -42.09 -42.09 -42.09
-40.73 -40.73 -40.73 -40.73 -40.73 -40.73 -40.73 -40.73 -40.73 -40.73
-44.53 -44.53 -44.53 -44.53 -44.53 -44.53 -44.53 -44.53 -44.53 -44.53
-44.67 -44.67 -44.67 -44.67 -44.67 -44.67 -44.67 -44.67 -44.67 -44.67
-43.79 -43.79 -43.79 -43.79 -43.79 -43.79 -43.79 -43.79 -43.79 -43.79
-56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76 -56.76
-59.84 -59.84 -59.84 -59.84 -59.84 -59.84 -59.84 -59.84 -59.84 -59.84
-58.16 -58.16 -58.16 -58.16 -58.16 -58.16 -58.16 -58.16 -58.16 -58.16
-59.31 -59.31 -59.31 -59.31 -59.31 -59.31 -59.31 -59.31 -59.31 -59.31
-57.86 -57.86 -57.86 -57.86 -57.86 -57.86 -57.86 -57.86 -57.86 -57.86
-61.72 -61.72 -61.72 -61.72 -61.72 -61.72 -61.72 -61.72 -61.72 -61.72
-55.91 -55.91 -55.91 -55.91 -55.91 -55.91 -55.91 -55.91 -55.91 -55.91
-60.23 -60.23 -60.23 -60.23 -60.23 -60.23 -60.23 -60.23 -60.23 -60.23
-54.79 -54.79 -54.79 -54.79 -54.79 -54.79 -54.79 -54.79 -54.79 -54.79
-65.74 -65.74 -65.74 -65.74 -65.74 -65.74 -65.74 -65.74 -65.74 -65.74
-67.01 -67.01 -67.01 -67.01 -67.01 -67.01 -67.01 -67.01 -67.01 -67.01
-61.84 -61.84 -61.84 -61.84 -61.84 -61.84 -61.84 -61.84 -61.84 -61.84
-58.33 -58.33 -58.33 -58.33 -58.33 -58.33 -58.33 -58.33 -58.33 -58.33
-60.67 -60.67 -60.67 -60.67 -60.67 -60.67 -60.67 -60.67 -60.67 -60.67
-56.25 -56.25 -56.25 -56.25 -56.25 -56.25 -56.25 -56.25 -56.25 -56.25
-53.06 -53.06 -53.06 -53.06 -53.06 -53.06 -53.06 -53.06 -53.06 -53.06
-51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14 -51.14
-52 -52 -52 -52 -52 -52 -52 -52 -52 -52
-53.24 -53.24 -53.24 -53.24 -53.24 -53.24 -53.24 -53.24 -53.24 -53.24
-51.26 -51.26 -51.26 -51.26 -51.26 -51.26 -51.26 -51.26 -51.26 -51.26
-53.29 -53.29 -53.29 -53.29 -53.29 -53.29 -53.29 -53.29 -53.29 -53.29
-46.24 -46.24 -46.24 -46.24 -46.24 -46.24 -46.24 -46.24 -46.24 -46.24
-52.11 -52.11 -52.11 -52.11 -52.11 -52.11 -52.11 -52.11 -52.11 -52.11
-49.18 -49.18 -49.18 -49.18 -49.18 -49.18 -49.18 -49.18 -49.18 -49.18
-48.12 -48.12 -48.12 -48.12 -48.12 -48.12 -48.12 -48.12 -48.12 -48.12
-49.84 -49.84 -49.84 -49.84 -49.84 -49.84 -49.84 -49.84 -49.84 -49.84
-51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32 -51.32
-43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16 -43.16
-46.17 -46.17 -46.17 -46.17 -46.17 -46.17 -46.17 -46.17 -46.17 -46.17
-43.43 -43.43 -43.43 -43.43 -43.43 -43.43 -43.43 -43.43 -43.43 -43.43
-37.15 -37.15 -37.15 -37.15 -37.15 -37.15 -37.15 -37.15 -37.15 -37.15
-38.46 -38.46 -38.46 -38.46 -38.46 -38.46 -38.46 -38.46 -38.46 -38.46
-27.51 -27.51 -27.51 -27.51 -27.51 -27.51 -27.51 -27.51 -27.51 -27.51
-35.8 -35.8 -35.8 -35.8 -35.8 -35.8 -35.8 -35.8 -35.8 -35.8
-34.63 -34.63 -34.63 -34.63 -34.63 -34.63 -34.63 -34.63 -34.63 -34.63
-29 -29 -29 -29 -29 -29 -29 -29 -29 -29
-38.48 -38.48 -38.48 -38.48 -38.48 -38.48 -38.48 -38.48 -38.48 -38.48
-30.02 -30.02 -30.02 -30.02 -30.02 -30.02 -30.02 -30.02 -30.02 -30.02
-31.02 -31.02 -31.02 -31.02 -31.02 -31.02 -31.02 -31.02 -31.02 -31.02
-31.87 -31.87 -31.87 -31.87 -31.87 -31.87 -31.87 -31.87 -31.87 -31.87
-19.98 -19.98 -19.98 -19.98 -19.98 -19.98 -19.98 -19.98 -19.98 -19.98
