# This file is randomly generated oxygen-18 ratio TS
365
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 
10 
1	2	3	4	5	6	7	8	9	10	
-4.694 -4.694 -4.694 -4.694 -4.694 -4.694 -4.694 -4.694 -4.694 -4.694
-3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698
-5.032 -5.032 -5.032 -5.032 -5.032 -5.032 -5.032 -5.032 -5.032 -5.032
-4.559 -4.559 -4.559 -4.559 -4.559 -4.559 -4.559 -4.559 -4.559 -4.559
-4.329 -4.329 -4.329 -4.329 -4.329 -4.329 -4.329 -4.329 -4.329 -4.329
-3.793 -3.793 -3.793 -3.793 -3.793 -3.793 -3.793 -3.793 -3.793 -3.793
-3.994 -3.994 -3.994 -3.994 -3.994 -3.994 -3.994 -3.994 -3.994 -3.994
-4.087 -4.087 -4.087 -4.087 -4.087 -4.087 -4.087 -4.087 -4.087 -4.087
-4.554 -4.554 -4.554 -4.554 -4.554 -4.554 -4.554 -4.554 -4.554 -4.554
-3.249 -3.249 -3.249 -3.249 -3.249 -3.249 -3.249 -3.249 -3.249 -3.249
-4.311 -4.311 -4.311 -4.311 -4.311 -4.311 -4.311 -4.311 -4.311 -4.311
-3.118 -3.118 -3.118 -3.118 -3.118 -3.118 -3.118 -3.118 -3.118 -3.118
-3.163 -3.163 -3.163 -3.163 -3.163 -3.163 -3.163 -3.163 -3.163 -3.163
-3.909 -3.909 -3.909 -3.909 -3.909 -3.909 -3.909 -3.909 -3.909 -3.909
-4.406 -4.406 -4.406 -4.406 -4.406 -4.406 -4.406 -4.406 -4.406 -4.406
-5.668 -5.668 -5.668 -5.668 -5.668 -5.668 -5.668 -5.668 -5.668 -5.668
-5.169 -5.169 -5.169 -5.169 -5.169 -5.169 -5.169 -5.169 -5.169 -5.169
-6.068 -6.068 -6.068 -6.068 -6.068 -6.068 -6.068 -6.068 -6.068 -6.068
-5.081 -5.081 -5.081 -5.081 -5.081 -5.081 -5.081 -5.081 -5.081 -5.081
-5.613 -5.613 -5.613 -5.613 -5.613 -5.613 -5.613 -5.613 -5.613 -5.613
-5.34 -5.34 -5.34 -5.34 -5.34 -5.34 -5.34 -5.34 -5.34 -5.34
-5.726 -5.726 -5.726 -5.726 -5.726 -5.726 -5.726 -5.726 -5.726 -5.726
-5.794 -5.794 -5.794 -5.794 -5.794 -5.794 -5.794 -5.794 -5.794 -5.794
-6.696 -6.696 -6.696 -6.696 -6.696 -6.696 -6.696 -6.696 -6.696 -6.696
-5.687 -5.687 -5.687 -5.687 -5.687 -5.687 -5.687 -5.687 -5.687 -5.687
-5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865
-5.581 -5.581 -5.581 -5.581 -5.581 -5.581 -5.581 -5.581 -5.581 -5.581
-5.855 -5.855 -5.855 -5.855 -5.855 -5.855 -5.855 -5.855 -5.855 -5.855
-6.542 -6.542 -6.542 -6.542 -6.542 -6.542 -6.542 -6.542 -6.542 -6.542
-6.716 -6.716 -6.716 -6.716 -6.716 -6.716 -6.716 -6.716 -6.716 -6.716
-6.712 -6.712 -6.712 -6.712 -6.712 -6.712 -6.712 -6.712 -6.712 -6.712
-6.515 -6.515 -6.515 -6.515 -6.515 -6.515 -6.515 -6.515 -6.515 -6.515
-6.563 -6.563 -6.563 -6.563 -6.563 -6.563 -6.563 -6.563 -6.563 -6.563
-6.341 -6.341 -6.341 -6.341 -6.341 -6.341 -6.341 -6.341 -6.341 -6.341
-5.422 -5.422 -5.422 -5.422 -5.422 -5.422 -5.422 -5.422 -5.422 -5.422
-6.26 -6.26 -6.26 -6.26 -6.26 -6.26 -6.26 -6.26 -6.26 -6.26
-4.927 -4.927 -4.927 -4.927 -4.927 -4.927 -4.927 -4.927 -4.927 -4.927
-5.266 -5.266 -5.266 -5.266 -5.266 -5.266 -5.266 -5.266 -5.266 -5.266
-5.342 -5.342 -5.342 -5.342 -5.342 -5.342 -5.342 -5.342 -5.342 -5.342
-4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942
-5.907 -5.907 -5.907 -5.907 -5.907 -5.907 -5.907 -5.907 -5.907 -5.907
-4.749 -4.749 -4.749 -4.749 -4.749 -4.749 -4.749 -4.749 -4.749 -4.749
-5.99 -5.99 -5.99 -5.99 -5.99 -5.99 -5.99 -5.99 -5.99 -5.99
-5.671 -5.671 -5.671 -5.671 -5.671 -5.671 -5.671 -5.671 -5.671 -5.671
-5.782 -5.782 -5.782 -5.782 -5.782 -5.782 -5.782 -5.782 -5.782 -5.782
-5.476 -5.476 -5.476 -5.476 -5.476 -5.476 -5.476 -5.476 -5.476 -5.476
-4.947 -4.947 -4.947 -4.947 -4.947 -4.947 -4.947 -4.947 -4.947 -4.947
-5.884 -5.884 -5.884 -5.884 -5.884 -5.884 -5.884 -5.884 -5.884 -5.884
-5.552 -5.552 -5.552 -5.552 -5.552 -5.552 -5.552 -5.552 -5.552 -5.552
-5.91 -5.91 -5.91 -5.91 -5.91 -5.91 -5.91 -5.91 -5.91 -5.91
-5.52 -5.52 -5.52 -5.52 -5.52 -5.52 -5.52 -5.52 -5.52 -5.52
-4.629 -4.629 -4.629 -4.629 -4.629 -4.629 -4.629 -4.629 -4.629 -4.629
-4.248 -4.248 -4.248 -4.248 -4.248 -4.248 -4.248 -4.248 -4.248 -4.248
-4.584 -4.584 -4.584 -4.584 -4.584 -4.584 -4.584 -4.584 -4.584 -4.584
-4.064 -4.064 -4.064 -4.064 -4.064 -4.064 -4.064 -4.064 -4.064 -4.064
-3.926 -3.926 -3.926 -3.926 -3.926 -3.926 -3.926 -3.926 -3.926 -3.926
-4.258 -4.258 -4.258 -4.258 -4.258 -4.258 -4.258 -4.258 -4.258 -4.258
-4.128 -4.128 -4.128 -4.128 -4.128 -4.128 -4.128 -4.128 -4.128 -4.128
-3.435 -3.435 -3.435 -3.435 -3.435 -3.435 -3.435 -3.435 -3.435 -3.435
-3.35 -3.35 -3.35 -3.35 -3.35 -3.35 -3.35 -3.35 -3.35 -3.35
-2.682 -2.682 -2.682 -2.682 -2.682 -2.682 -2.682 -2.682 -2.682 -2.682
-1.497 -1.497 -1.497 -1.497 -1.497 -1.497 -1.497 -1.497 -1.497 -1.497
-1.481 -1.481 -1.481 -1.481 -1.481 -1.481 -1.481 -1.481 -1.481 -1.481
-1.858 -1.858 -1.858 -1.858 -1.858 -1.858 -1.858 -1.858 -1.858 -1.858
-2.644 -2.644 -2.644 -2.644 -2.644 -2.644 -2.644 -2.644 -2.644 -2.644
-3.778 -3.778 -3.778 -3.778 -3.778 -3.778 -3.778 -3.778 -3.778 -3.778
-2.546 -2.546 -2.546 -2.546 -2.546 -2.546 -2.546 -2.546 -2.546 -2.546
-3.845 -3.845 -3.845 -3.845 -3.845 -3.845 -3.845 -3.845 -3.845 -3.845
-2.808 -2.808 -2.808 -2.808 -2.808 -2.808 -2.808 -2.808 -2.808 -2.808
-3.257 -3.257 -3.257 -3.257 -3.257 -3.257 -3.257 -3.257 -3.257 -3.257
-3.424 -3.424 -3.424 -3.424 -3.424 -3.424 -3.424 -3.424 -3.424 -3.424
-3.66 -3.66 -3.66 -3.66 -3.66 -3.66 -3.66 -3.66 -3.66 -3.66
-4.52 -4.52 -4.52 -4.52 -4.52 -4.52 -4.52 -4.52 -4.52 -4.52
-5.391 -5.391 -5.391 -5.391 -5.391 -5.391 -5.391 -5.391 -5.391 -5.391
-4.66 -4.66 -4.66 -4.66 -4.66 -4.66 -4.66 -4.66 -4.66 -4.66
-4.966 -4.966 -4.966 -4.966 -4.966 -4.966 -4.966 -4.966 -4.966 -4.966
-6.263 -6.263 -6.263 -6.263 -6.263 -6.263 -6.263 -6.263 -6.263 -6.263
-5.388 -5.388 -5.388 -5.388 -5.388 -5.388 -5.388 -5.388 -5.388 -5.388
-6.235 -6.235 -6.235 -6.235 -6.235 -6.235 -6.235 -6.235 -6.235 -6.235
-5.767 -5.767 -5.767 -5.767 -5.767 -5.767 -5.767 -5.767 -5.767 -5.767
-5.433 -5.433 -5.433 -5.433 -5.433 -5.433 -5.433 -5.433 -5.433 -5.433
-4.536 -4.536 -4.536 -4.536 -4.536 -4.536 -4.536 -4.536 -4.536 -4.536
-4.979 -4.979 -4.979 -4.979 -4.979 -4.979 -4.979 -4.979 -4.979 -4.979
-4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942 -4.942
-3.523 -3.523 -3.523 -3.523 -3.523 -3.523 -3.523 -3.523 -3.523 -3.523
-3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698 -3.698
-3.478 -3.478 -3.478 -3.478 -3.478 -3.478 -3.478 -3.478 -3.478 -3.478
-3.185 -3.185 -3.185 -3.185 -3.185 -3.185 -3.185 -3.185 -3.185 -3.185
-3.989 -3.989 -3.989 -3.989 -3.989 -3.989 -3.989 -3.989 -3.989 -3.989
-3.239 -3.239 -3.239 -3.239 -3.239 -3.239 -3.239 -3.239 -3.239 -3.239
-3.106 -3.106 -3.106 -3.106 -3.106 -3.106 -3.106 -3.106 -3.106 -3.106
-2.777 -2.777 -2.777 -2.777 -2.777 -2.777 -2.777 -2.777 -2.777 -2.777
-3.049 -3.049 -3.049 -3.049 -3.049 -3.049 -3.049 -3.049 -3.049 -3.049
-2.915 -2.915 -2.915 -2.915 -2.915 -2.915 -2.915 -2.915 -2.915 -2.915
-2.833 -2.833 -2.833 -2.833 -2.833 -2.833 -2.833 -2.833 -2.833 -2.833
-1.961 -1.961 -1.961 -1.961 -1.961 -1.961 -1.961 -1.961 -1.961 -1.961
-2.934 -2.934 -2.934 -2.934 -2.934 -2.934 -2.934 -2.934 -2.934 -2.934
-2.184 -2.184 -2.184 -2.184 -2.184 -2.184 -2.184 -2.184 -2.184 -2.184
-1.374 -1.374 -1.374 -1.374 -1.374 -1.374 -1.374 -1.374 -1.374 -1.374
-0.9208 -0.9208 -0.9208 -0.9208 -0.9208 -0.9208 -0.9208 -0.9208 -0.9208 -0.9208
-0.9273 -0.9273 -0.9273 -0.9273 -0.9273 -0.9273 -0.9273 -0.9273 -0.9273 -0.9273
-0.219 -0.219 -0.219 -0.219 -0.219 -0.219 -0.219 -0.219 -0.219 -0.219
-0.6032 -0.6032 -0.6032 -0.6032 -0.6032 -0.6032 -0.6032 -0.6032 -0.6032 -0.6032
-0.09798 -0.09798 -0.09798 -0.09798 -0.09798 -0.09798 -0.09798 -0.09798 -0.09798 -0.09798
-0.3575 -0.3575 -0.3575 -0.3575 -0.3575 -0.3575 -0.3575 -0.3575 -0.3575 -0.3575
-1.174 -1.174 -1.174 -1.174 -1.174 -1.174 -1.174 -1.174 -1.174 -1.174
-0.8015 -0.8015 -0.8015 -0.8015 -0.8015 -0.8015 -0.8015 -0.8015 -0.8015 -0.8015
-0.9275 -0.9275 -0.9275 -0.9275 -0.9275 -0.9275 -0.9275 -0.9275 -0.9275 -0.9275
-0.1666 -0.1666 -0.1666 -0.1666 -0.1666 -0.1666 -0.1666 -0.1666 -0.1666 -0.1666
-1.35 -1.35 -1.35 -1.35 -1.35 -1.35 -1.35 -1.35 -1.35 -1.35
-1.962 -1.962 -1.962 -1.962 -1.962 -1.962 -1.962 -1.962 -1.962 -1.962
-1.756 -1.756 -1.756 -1.756 -1.756 -1.756 -1.756 -1.756 -1.756 -1.756
-2.705 -2.705 -2.705 -2.705 -2.705 -2.705 -2.705 -2.705 -2.705 -2.705
-1.946 -1.946 -1.946 -1.946 -1.946 -1.946 -1.946 -1.946 -1.946 -1.946
-2.978 -2.978 -2.978 -2.978 -2.978 -2.978 -2.978 -2.978 -2.978 -2.978
-3.031 -3.031 -3.031 -3.031 -3.031 -3.031 -3.031 -3.031 -3.031 -3.031
-2.591 -2.591 -2.591 -2.591 -2.591 -2.591 -2.591 -2.591 -2.591 -2.591
